# Imagen 5 (sin nombre visible)
1,1,1
2,1,2
3,1,0
4,1,0
5,0,2
6,1,2
7,1,1
8,0,2
9,1,0
10,2,1
11,2,1
12,0,1
13,3,1
14,0,1
15,2,0
16,1,2
17,0,2
18,2,0
19,0,0
20,1,2
21,1,0
22,0,0
23,2,2
24,1,1
25,2,0
26,2,1
27,3,1
28,1,1
29,0,2
30,1,2
31,2,1
32,1,0
33,2,1
34,2,1
35,0,2
36,1,0
37,1,1
38,0,1
39,2,1
40,2,0
41,2,1
42,0,2
43,4,1
44,1,1
45,2,1
46,0,2
47,2,2
48,1,2
49,2,1
50,0,1
51,2,0
52,1,1
53,0,2
54,2,0
55,4,0
56,2,1
57,1,1
58,2,1
59,0,2
60,0,2
61,3,1
62,0,3
63,2,0
64,0,2
65,2,2
66,3,1
67,2,1
68,1,0
69,2,0
70,2,1
71,0,3
72,2,1
